2016-04-21,86.790001,12075300
2016-04-20,86.800003,15247100
2016-04-19,86.209999,10354500
2016-04-18,85.779999,9032900
2016-04-15,84.970001,11280200
2016-04-14,85.43,10625800
2016-04-13,84.830002,9235700
2016-04-12,84.349998,9986100
2016-04-11,83.32,9925000
2016-04-08,83.209999,9376200
2016-04-07,82.370003,8267100
2016-04-06,83.309998,9320200
2016-04-05,82.209999,10446800
2016-04-04,83.160004,8050200
2016-04-01,82.959999,12235300
2016-03-31,83.589996,13896900
2016-03-30,84.519997,10807000
2016-03-29,84.529999,9977900
2016-03-28,84.220001,7490400
2016-03-24,83.980003,9368300
2016-03-23,83.75,12748900
2016-03-22,84.120003,13005100
2016-03-21,83.620003,8385400
2016-03-18,84.199997,19637000
2016-03-17,84.099998,13673900
2016-03-16,82.870003,11492100
2016-03-15,82.82,9213000
2016-03-14,82.410004,13344600
2016-03-11,82.190002,15370200
2016-03-10,82.18,15898300
2016-03-09,82.400002,14139300
2016-03-08,82.629997,14003900
2016-03-07,84.459999,18945600
2016-03-04,82.290001,18402700
2016-03-03,82.400002,13216200
2016-03-02,82.699997,14094400
2016-03-01,81.279999,15730600
2016-02-29,80.150002,18903600
2016-02-26,81.75,14343300
2016-02-25,82.010002,13706400
2016-02-24,81.519997,13777500
2016-02-23,81.230003,11041600
2016-02-22,82.389999,14595200
2016-02-19,82.50,13615900
2016-02-18,82.449997,14873700
2016-02-17,82.00,17006700
2016-02-16,81.220001,15912200
2016-02-12,81.029999,16767200
2016-02-11,79.599998,19331600
2016-02-10,79.349998,16610900
2016-02-09,80.080002,18418100
2016-02-08,81.160004,26601200
2016-02-05,80.080002,26719900
2016-02-04,79.830002,23658700
2016-02-03,78.480003,25873700
2016-02-02,74.589996,21404200
2016-02-01,76.290001,16754200
2016-01-29,77.849998,25161900
2016-01-28,76.989998,16157700
2016-01-27,75.290001,18106100
2016-01-26,76.699997,18724700
2016-01-25,73.980003,17086600
2016-01-22,76.57,22530300
2016-01-21,74.099998,22265600
2016-01-20,73.18,33300800
2016-01-19,76.400002,22684500
2016-01-15,77.580002,27985300
2016-01-14,79.120003,33806700
2016-01-13,75.650002,26052700
2016-01-12,75.199997,21864100
2016-01-11,73.690002,21353000
2016-01-08,74.690002,19033600
2016-01-07,76.230003,21263800
2016-01-06,77.470001,18826900
2016-01-05,78.120003,11993500
2016-01-04,77.459999,20400100
