cx,drumsite,00,-10.4333333,105.6833333
cx,flying fish cove,00,-10.4166667,105.7166667
cx,settlement,00,-10.4166667,105.6666667
cx,south point,00,-10.5666667,105.65
cx,waterfall,00,-10.45,105.6666667
