2016-04-21,113.440002,20875200
2016-04-20,112.419998,21027900
2016-04-19,112.290001,30210500
2016-04-18,110.449997,21092700
2016-04-15,109.639999,20922800
2016-04-14,110.839996,28473300
2016-04-13,110.510002,88227400
2016-04-12,110.610001,26248100
2016-04-11,108.989998,39762300
2016-04-08,110.629997,48497800
2016-04-07,113.639999,20714500
2016-04-06,113.709999,20814600
2016-04-05,112.220001,22962400
2016-04-04,112.550003,48487900
2016-04-01,116.059998,24760500
2016-03-31,114.099998,21207500
2016-03-30,114.699997,33235200
2016-03-29,116.139999,29825300
2016-03-28,113.690002,21351800
2016-03-24,113.050003,17839100
2016-03-23,112.540001,18562000
2016-03-22,112.25,19001100
2016-03-21,111.849998,18448000
2016-03-18,111.449997,36256900
2016-03-17,111.019997,24241200
2016-03-16,112.18,24744800
2016-03-15,110.669998,17618500
2016-03-14,109.889999,17249400
2016-03-11,109.410004,20697600
2016-03-10,107.32,24854300
2016-03-09,107.510002,20493300
2016-03-08,105.93,25617000
2016-03-07,105.730003,31436400
2016-03-04,108.389999,24938900
2016-03-03,109.580002,21353100
2016-03-02,109.949997,25670200
2016-03-01,109.82,26817300
2016-02-29,106.919998,32779000
2016-02-26,107.919998,26686200
2016-02-25,108.07,29906300
2016-02-24,106.879997,34412400
2016-02-23,105.459999,25319300
2016-02-22,107.160004,35709700
2016-02-19,104.57,32404500
2016-02-18,103.470001,29593500
2016-02-17,105.199997,44073400
2016-02-16,101.610001,45687200
2016-02-12,102.010002,36176800
2016-02-11,101.910004,43670600
2016-02-10,101.00,45179400
2016-02-09,99.540001,62709000
2016-02-08,99.75,71229700
2016-02-05,104.07,76894700
2016-02-04,110.489998,38890200
2016-02-03,112.690002,56919300
2016-02-02,114.610001,59778600
2016-02-01,115.089996,46132700
2016-01-29,112.209999,62739500
2016-01-28,109.110001,107475300
2016-01-27,94.449997,58699400
2016-01-26,97.339996,26877100
2016-01-25,97.010002,32482000
2016-01-22,97.940002,30495400
2016-01-21,94.160004,30518900
2016-01-20,94.349998,59051400
2016-01-19,95.260002,30998300
2016-01-15,94.970001,45935600
2016-01-14,98.370003,48658600
2016-01-13,95.440002,33410600
2016-01-12,99.370003,28395400
2016-01-11,97.510002,29932400
2016-01-08,97.330002,35402300
2016-01-07,97.919998,45172900
2016-01-06,102.970001,25096200
2016-01-05,102.730003,23258200
2016-01-04,102.220001,37912400
